SP,Saltinho,-47.67743,-22.84754
SP,Monteiro Lobato,-45.84041,-22.95755
SP,Guarantã,-49.59044,-21.89554
SP,Inúbia Paulista,-50.96245,-21.77053
SP,Silveiras,-44.8534,-22.66455
SP,Conchas,-48.01143,-23.01554
SP,Bananal,-44.3234,-22.68455
SP,Indaiatuba,-47.21842,-23.09055
SP,Bragança Paulista,-46.54242,-22.95255
SP,Taquaral,-48.41043,-21.07254
SP,Júlio Mesquita,-49.78744,-22.00954
SP,Mesópolis,-50.63844,-19.96653
SP,Votorantim,-47.43843,-23.54755
SP,Chavantes,-49.70944,-23.03954
SP,Quatá,-50.69845,-22.24853
SP,Ipaussu,-49.62644,-23.05754
SP,Murutinga do Sul,-51.27845,-20.99353
SP,Serra Negra,-46.70142,-22.61255
SP,Monte Azul Paulista,-48.64143,-20.90754
SP,Martinópolis,-51.17145,-22.14653
SP,Charqueada,-47.77843,-22.51054
SP,Morro Agudo,-48.05842,-20.73154
SP,Barbosa,-49.94944,-21.26753
SP,Franco da Rocha,-46.72742,-23.32255
SP,Bastos,-50.73444,-21.92253
SP,Alumínio,-47.26243,-23.53555
SP,São Lourenço da Serra,-46.94342,-23.85355
SP,Jaboticabal,-48.32243,-21.25554
SP,Francisco Morato,-46.74542,-23.28255
SP,Caçapava,-45.70741,-23.10155
SP,Campinas,-47.06142,-22.90655
SP,Santa Rita do Passa Quatro,-47.47842,-21.71054
SP,Rubiácea,-50.72744,-21.30153
SP,Emilianópolis,-51.48345,-21.83353
SP,Timburi,-49.60744,-23.20554
SP,Casa Branca,-47.08642,-21.77454
SP,Taboão da Serra,-46.75342,-23.60255
SP,Carapicuíba,-46.83642,-23.52355
SP,Icém,-49.19543,-20.34253
SP,Oriente,-50.09144,-22.15354
SP,Ibitinga,-48.82943,-21.75854
SP,Amparo,-46.76442,-22.70155
SP,Itupeva,-47.05842,-23.15355
SP,Palestina,-49.43343,-20.39053
SP,Gália,-49.55344,-22.29154
SP,Corumbataí,-47.62642,-22.22054
SP,Matão,-48.36643,-21.60354
SP,Promissão,-49.85844,-21.53754
SP,Ribeirão Branco,-48.76644,-24.22155
SP,Lupércio,-49.81744,-22.41554
